,Name,Number,Alt Number,HP,Attack,SpAttack,Defense,SpDefense,Speed,Legendary,Mythical,Pseudolegendary,Fully Evolved,Has Temporary Form,Type1,Type2,Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy
269,Relicanth,369,,100,90,45,130,65,55,0,0,0,1,0,Water,Rock,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
285,Shinx,403,,45,65,40,34,34,45,0,0,0,0,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
286,Luxio,404,,60,85,60,49,49,60,0,0,0,0,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
287,Luxray,405,,80,120,95,79,79,70,0,0,0,1,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
288,Budew,406,,40,30,50,35,70,55,0,0,0,0,0,Grass,Poison,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
289,Roserade,407,,60,70,125,65,105,90,0,0,0,1,0,Grass,Poison,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
290,Combee,415,,30,30,30,42,42,70,0,0,0,0,0,Bug,Flying,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
291,Vespiquen,416,,70,80,80,102,102,40,0,0,0,1,0,Bug,Flying,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
292,Cherubi,420,,45,35,62,45,53,35,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
293,Cherrim,421,,70,60,87,70,78,85,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
294,Shellos,422,,76,48,57,48,62,34,0,0,0,0,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
295,Gastrodon,423,,111,83,92,68,82,39,0,0,0,1,0,Water,Ground,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
296,Drifloon,425,,90,50,60,34,44,70,0,0,0,0,0,Ghost,Flying,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
297,Drifblim,426,,150,80,90,44,54,80,0,0,0,1,0,Ghost,Flying,0.0,1.0,1.0,2.0,0.5,2.0,0.0,0.5,0.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,1.0,1.0
298,Buneary,427,,55,66,44,44,56,85,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
299,Lopunny,428,,65,76,54,84,96,105,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
300,Stunky,434,,63,63,41,47,41,74,0,0,0,0,0,Poison,Dark,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
301,Skuntank,435,,103,93,71,67,61,84,0,0,0,1,0,Poison,Dark,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
302,Bronzor,436,,57,24,24,86,86,23,0,0,0,0,0,Steel,Psychic,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
303,Bronzong,437,,67,89,79,116,116,33,0,0,0,1,0,Steel,Psychic,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
304,Bonsly,438,,50,80,10,95,45,10,0,0,0,0,0,Rock,-,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
305,Mime Jr.,439,,20,25,70,45,90,60,0,0,0,0,0,Psychic,Fairy,1.0,1.0,1.0,1.0,1.0,1.0,0.25,2.0,1.0,1.0,0.5,1.0,1.0,2.0,0.0,1.0,2.0,1.0
306,Happiny,440,,100,5,15,5,65,30,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
307,Spiritomb,442,,50,92,92,108,108,35,0,0,0,1,0,Ghost,Dark,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
311,Munchlax,446,,135,85,40,40,85,5,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
312,Riolu,447,,40,70,35,40,40,60,0,0,0,0,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
313,Lucario,448,,70,110,115,70,70,90,0,0,0,1,0,Fighting,Steel,0.5,2.0,1.0,1.0,0.5,0.5,2.0,0.0,2.0,1.0,1.0,0.25,0.25,1.0,0.5,0.5,0.5,1.0
314,Hippopotas,449,,68,72,38,78,42,32,0,0,0,0,0,Ground,-,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
315,Hippowdon,450,,108,112,68,118,72,47,0,0,0,1,0,Ground,-,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
316,Skorupi,451,,40,50,30,90,55,65,0,0,0,0,0,Poison,Bug,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
317,Drapion,452,,70,90,60,110,75,95,0,0,0,1,0,Poison,Dark,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0
318,Croagunk,453,,48,61,61,40,40,50,0,0,0,0,0,Poison,Fighting,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
319,Toxicroak,454,,83,106,86,65,65,85,0,0,0,1,0,Poison,Fighting,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0
320,Mantyke,458,,45,20,60,50,120,50,0,0,0,0,0,Water,Flying,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
321,Snover,459,,60,62,62,50,60,40,0,0,0,0,0,Grass,Ice,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
322,Abomasnow,460,,90,92,92,75,85,60,0,0,0,1,0,Grass,Ice,1.0,4.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0
323,Weavile,461,,70,120,45,65,85,125,0,0,0,1,0,Dark,Ice,1.0,2.0,1.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.5,1.0,0.5,2.0,2.0
324,Magnezone,462,,70,70,130,115,90,60,0,0,0,1,0,Electric,Steel,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5
325,Lickilicky,463,,110,85,80,95,95,50,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
326,Rhyperior,464,,115,140,55,130,55,40,0,0,0,1,0,Ground,Rock,0.5,0.5,4.0,0.0,4.0,2.0,2.0,0.25,2.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
327,Tangrowth,465,,100,100,110,125,50,50,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
328,Electivire,466,,75,123,95,67,85,95,0,0,0,1,0,Electric,-,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
329,Magmortar,467,,75,95,125,67,95,83,0,0,0,1,0,Fire,-,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
330,Togekiss,468,,85,50,120,95,115,80,0,0,0,1,0,Fairy,Flying,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0
331,Leafeon,470,,65,110,60,130,65,95,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
332,Glaceon,471,,65,60,130,110,95,65,0,0,0,1,0,Ice,-,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
333,Mamoswine,473,,110,130,70,80,60,80,0,0,0,1,0,Ice,Ground,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
334,Porygon-Z,474,,85,80,135,70,75,90,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
335,Gallade,475,,68,125,65,65,115,80,0,0,0,1,0,Psychic,Fighting,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0
336,Dusknoir,477,,45,100,65,135,135,45,0,0,0,1,0,Ghost,-,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
337,Froslass,478,,70,80,80,70,70,110,0,0,0,1,0,Ice,Ghost,0.0,2.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0,1.0,1.0,0.5,2.0,2.0,1.0,2.0,2.0,1.0
338,Rotom,479,,50,50,95,77,77,91,0,0,0,1,0,Ghost,Electric,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
339,Rotom (Frost),479,479f,50,65,105,107,107,86,0,0,0,1,0,Electric,Ice,1.0,2.0,1.0,0.5,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
340,Rotom (Heat),479,479h,50,65,105,107,107,86,0,0,0,1,0,Electric,Fire,1.0,0.5,2.0,0.5,0.5,0.5,1.0,1.0,4.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5
341,Rotom (Mow),479,479m,50,65,105,107,107,86,0,0,0,1,0,Electric,Grass,1.0,2.0,0.5,0.25,0.5,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0
342,Rotom (Fan),479,479s,50,65,105,107,107,86,0,0,0,1,0,Electric,Flying,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
343,Rotom (Wash),479,479w,50,65,105,107,107,86,0,0,0,1,0,Electric,Water,1.0,0.5,0.5,1.0,2.0,0.5,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0
355,Lillipup,506,,45,60,25,45,45,55,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
356,Herdier,507,,65,80,35,65,65,60,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
357,Stoutland,508,,85,110,45,90,90,80,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
358,Purrloin,509,,41,50,50,37,37,66,0,0,0,0,0,Dark,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
359,Liepard,510,,64,88,88,50,50,106,0,0,0,1,0,Dark,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
360,Munna,517,,76,25,67,45,55,24,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
361,Musharna,518,,116,55,107,85,95,29,0,0,0,1,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
362,Pidove,519,,50,55,36,50,30,43,0,0,0,0,0,Normal,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
363,Tranquill,520,,62,77,50,62,42,65,0,0,0,0,0,Normal,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
364,Unfezant,521,,80,115,65,80,55,93,0,0,0,1,0,Normal,Flying,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0
365,Roggenrola,524,,55,75,25,85,25,15,0,0,0,0,0,Rock,-,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
366,Boldore,525,,70,105,50,105,40,20,0,0,0,0,0,Rock,-,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
367,Gigalith,526,,85,135,60,130,80,25,0,0,0,1,0,Rock,-,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
368,Woobat,527,,65,45,55,43,43,72,0,0,0,0,0,Psychic,Flying,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
369,Swoobat,528,,67,57,77,55,55,114,0,0,0,1,0,Psychic,Flying,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
370,Drilbur,529,,60,85,30,40,45,68,0,0,0,0,0,Ground,-,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
371,Excadrill,530,,110,135,50,60,65,88,0,0,0,1,0,Ground,Steel,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
372,Audino,531,,103,60,60,86,86,50,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
373,Timburr,532,,75,80,25,55,35,35,0,0,0,0,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
374,Gurdurr,533,,85,105,40,85,50,40,0,0,0,0,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
375,Conkeldurr,534,,105,140,55,95,65,45,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
376,Tympole,535,,50,50,50,40,40,64,0,0,0,0,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
377,Palpitoad,536,,75,65,65,55,55,69,0,0,0,0,0,Water,Ground,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
378,Seismitoad,537,,105,95,85,75,75,74,0,0,0,1,0,Water,Ground,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
379,Throh,538,,120,100,30,85,85,45,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
380,Sawk,539,,75,125,30,75,75,85,0,0,0,1,0,Fighting,-,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
381,Venipede,543,,30,45,30,59,39,57,0,0,0,0,0,Bug,Poison,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
382,Whirlipede,544,,40,55,40,99,79,47,0,0,0,0,0,Bug,Poison,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
383,Scolipede,545,,60,100,55,89,69,112,0,0,0,1,0,Bug,Poison,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
384,Cottonee,546,,40,27,37,60,50,66,0,0,0,0,0,Grass,Fairy,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
385,Whimsicott,547,,60,67,77,85,75,116,0,0,0,1,0,Grass,Fairy,1.0,2.0,0.5,0.5,0.5,2.0,0.5,4.0,0.5,2.0,1.0,1.0,1.0,1.0,0.0,0.5,2.0,1.0
386,Petilil,548,,45,35,70,50,50,30,0,0,0,0,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
387,Lilligant,549,,70,60,110,75,75,90,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
388,Basculin,550,,70,92,80,65,55,98,0,0,0,1,0,Water,-,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
389,Sandile,551,,50,72,35,35,35,65,0,0,0,0,0,Ground,Dark,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
390,Krokorok,552,,60,82,45,45,45,74,0,0,0,0,0,Ground,Dark,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
391,Krookodile,553,,95,117,65,80,70,92,0,0,0,1,0,Ground,Dark,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0
396,Maractus,556,,75,86,106,67,67,60,0,0,0,1,0,Grass,-,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
397,Dwebble,557,,50,65,35,85,35,55,0,0,0,0,0,Bug,Rock,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
398,Crustle,558,,70,105,65,125,75,45,0,0,0,1,0,Bug,Rock,0.5,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
399,Scraggy,559,,50,75,35,70,70,48,0,0,0,0,0,Dark,Fighting,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
400,Scrafty,560,,65,90,45,115,115,58,0,0,0,1,0,Dark,Fighting,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0
401,Sigilyph,561,,72,58,103,80,80,97,0,0,0,1,0,Psychic,Flying,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
402,Yamask,562,,38,30,55,85,65,30,0,0,0,0,0,Ghost,-,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
403,Galarian Yamask,562-g,,38,55,30,85,65,30,0,0,0,0,0,Ground,Ghost,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
404,Cofagrigus,563,,58,50,95,145,105,30,0,0,0,1,0,Ghost,-,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
405,Tirtouga,564,,54,78,53,103,45,22,0,0,0,0,0,Water,Rock,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
406,Carracosta,565,,74,108,83,133,65,32,0,0,0,1,0,Water,Rock,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
407,Archen,566,,55,112,74,45,45,70,0,0,0,0,0,Rock,Flying,0.5,0.5,2.0,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0
409,Trubbish,568,,50,50,40,62,62,65,0,0,0,0,0,Poison,-,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
410,Garbodor,569,,80,95,60,82,82,75,0,0,0,1,0,Poison,-,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
411,Zorua,570,,40,65,80,40,40,65,0,0,0,0,0,Dark,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
412,Zoroark,571,,60,105,120,60,60,105,0,0,0,1,0,Dark,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
413,Minccino,572,,55,50,40,40,40,75,0,0,0,0,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
414,Cinccino,573,,75,95,65,60,60,115,0,0,0,1,0,Normal,-,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
415,Gothita,574,,45,30,55,50,65,45,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
416,Gothorita,575,,60,45,75,70,85,55,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
417,Gothitelle,576,,70,55,95,95,110,65,0,0,0,1,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
418,Solosis,577,,45,30,105,40,50,20,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
419,Duosion,578,,65,40,125,50,60,30,0,0,0,0,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
420,Reuniclus,579,,110,65,125,75,85,30,0,0,0,1,0,Psychic,-,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
421,Vanillite,582,,36,50,65,50,60,44,0,0,0,0,0,Ice,-,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
422,Vanillish,583,,51,65,80,65,75,59,0,0,0,0,0,Ice,-,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
423,Vanilluxe,584,,71,95,110,85,95,79,0,0,0,1,0,Ice,-,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
424,Emolga,587,,55,75,75,60,60,103,0,0,0,1,0,Electric,Flying,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
425,Karrablast,588,,50,75,40,45,45,60,0,0,0,0,0,Bug,-,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
